1 Week Active Raffles,1 Week Active Users At Release,1 Week New Users At Release,2 Week Active Raffles,2 Week Active Users At Release,2 Week New Users At Release,Total Views Ranges,Diferencia lanzamiento,PPV promedio,Outliers Views,Duracion Grupos,Number of Records,Active Raffles At Release,Category,duracion,Female Shares,Id,Male Shares,points_given,Points Per View,Release Date,release_date_youtube,release_difference,Shares First Day,Shares First Month,Shares First Week,Total Shares,Total Users At Release,Total Views,Url
8,5,7,8,11,18,0 - 49,[02] 2 días,30,Valid,[07] 3:31 a 4:00,1,8,VIAJES,218,0,775,0,90,30,19/08/2014 16:56:34,2014-08-17 15:58:42,176272,1,1,1,1,2595,3,vFROAAtdFWE
8,6,7,8,10,15,50 - 99,[01] 1 día,30,Valid,[02] 1:01 a 1:30,1,8,MISC,73,1,778,0,2790,30,21/08/2014 20:29:23,2014-08-20 04:30:15,143948,2,2,2,2,2596,93,P7aRR86VfTY
7,9,3,7,11,9,0 - 49,[03] 3 días,30,Valid,[04] 2:01 a 2:30,1,7,CINE,146,0,779,1,1080,30,24/08/2014 20:19:02,2014-08-20 21:13:22,342340,1,1,1,2,2597,36,zHg8lKk3vJo
7,9,3,7,11,9,0 - 49,[03] 3 días,30,Valid,[01] 31 a 60s,1,7,IDEAS,45,0,780,0,1050,30,24/08/2014 20:38:23,2014-08-21 19:10:43,264460,1,1,1,1,2597,35,dTQjchn1KHE
7,9,4,7,11,10,0 - 49,[03] 3 días,30,Valid,[00] 0 a 30s,1,7,MISC,19,0,781,0,1260,30,25/08/2014 14:06:21,2014-08-21 16:40:31,336350,1,1,1,1,2598,42,82SDk1kInvI
7,10,5,7,12,11,0 - 49,[01] 1 día,30,Valid,[05] 2:31 a 3:00,1,7,MISC,166,0,783,0,480,30,25/08/2014 16:53:26,2014-08-24 13:48:12,97514,1,1,1,1,2599,16,PHjvySrshVI
7,9,6,7,11,12,200 - 249,[03] 3 días,17.160493827,Valid,[00] 0 a 30s,1,7,MISC,16,1,785,2,4170,30,26/08/2014 02:15:57,2014-08-22 10:56:13,314384,1,4,4,4,2600,243,6w4Gqt-ljb4
0,6,7,0,12,14,0 - 49,[02] 2 días,30,Valid,[02] 1:01 a 1:30,1,0,MISC,61,0,794,0,630,30,03/09/2014 18:17:41,2014-09-01 16:04:52,180769,1,1,1,1,2609,21,PZ4pctQMdg4
0,5,7,0,12,14,0 - 49,[01] 1 día,50,Valid,[05] 2:31 a 3:00,1,0,DEPORTES,170,1,795,3,1050,50,03/09/2014 18:46:55,2014-09-02 13:00:05,107210,1,5,2,5,2609,21,OAlZvICQXRM
0,5,7,0,12,14,150 - 199,[02] 2 días,30,Valid,[01] 31 a 60s,1,0,MISC,36,0,796,1,5670,30,03/09/2014 23:41:33,2014-09-01 13:46:07,208526,1,2,2,2,2609,189,UowkIRSDHfs
0,4,5,0,11,13,22750 - 22799,[08] 2 semanas,4.389762051,Valid,[01] 31 a 60s,1,0,MISC,46,1,799,0,99990,30,05/09/2014 00:10:42,2014-08-27 10:03:36,742026,1,3,3,3,2609,22778,Hjy6ie16z3s
0,4,4,0,10,14,2700 - 2749,[01] 1 día,29.900184843,Valid,[05] 2:31 a 3:00,1,0,MISC,163,2,801,0,80880,30,05/09/2014 22:46:21,2014-09-04 20:05:12,96069,2,4,4,4,2610,2705,BAdFvTo9874
0,9,10,0,14,20,50 - 99,[03] 3 días,29.6875,Valid,[03] 1:31 a 2:00,1,0,DEPORTES,97,1,803,0,2850,30,07/09/2014 19:22:24,2014-09-04 10:04:18,292686,1,2,1,2,2617,96,R0EeAnZBGtM
0,15,21,0,19,30,50 - 99,[05] 5 días,29.571428571,Valid,[05] 2:31 a 3:00,1,0,DEPORTES,171,1,808,2,2070,30,09/09/2014 04:35:16,2014-09-03 19:00:10,466506,2,4,2,4,2630,70,5rd_WwD_aOQ
0,19,29,0,22,36,0 - 49,[15] 9 semanas,30,Valid,[04] 2:01 a 2:30,1,0,IDEAS,121,0,814,0,960,30,11/09/2014 13:06:05,2014-07-10 05:23:18,5470967,1,1,1,1,2638,32,4nCIzPuLYJA
0,20,35,0,22,39,50 - 99,[04] 4 días,30,Valid,[11] 5:31 a 6:00,1,0,DEPORTES,352,0,815,0,2400,30,12/09/2014 03:50:05,2014-09-07 15:43:38,389187,1,1,1,1,2644,80,ygT4bGJkerk
0,15,32,0,24,44,0 - 49,[02] 2 días,40,Valid,[03] 1:31 a 2:00,1,0,DEPORTES,108,0,817,2,1200,40,14/09/2014 22:55:19,2014-09-12 13:00:09,208510,1,3,2,3,2652,30,GHO_5sZUes0
0,14,31,0,24,44,50 - 99,[11] 5 semanas,29.638554217,Valid,[03] 1:31 a 2:00,1,0,IDEAS,116,4,818,0,2460,30,14/09/2014 23:30:11,2014-08-14 10:17:30,2725961,2,4,2,5,2652,83,SB_0vRnkeOk
0,14,30,0,24,44,0 - 49,[12] 6 semanas,30,Valid,[02] 1:01 a 1:30,1,0,IDEAS,90,0,819,1,510,30,15/09/2014 00:01:41,2014-08-06 10:21:54,3418787,1,2,1,2,2652,17,DXnSTl2j33w
0,9,21,0,24,43,100 - 149,[11] 5 semanas,30,Valid,[04] 2:01 a 2:30,1,0,MISC,141,0,820,0,3840,30,16/09/2014 17:42:07,2014-08-12 21:21:03,3010864,1,1,1,1,2652,128,PH_Z8Ghuq6E
0,9,21,0,24,43,2450 - 2499,[01] 1 día,29.722891566,Valid,[04] 2:01 a 2:30,1,0,MISC,121,2,821,0,74010,30,16/09/2014 18:20:49,2014-09-15 08:40:47,121202,2,3,3,3,2652,2490,Xbs6eMxa5ds
0,9,21,0,25,46,2950 - 2999,[01] 1 día,29.205497821,Valid,[06] 3:01 a 3:30,1,0,MISC,196,0,822,1,87120,30,17/09/2014 12:34:17,2014-09-16 09:20:07,98050,2,2,2,2,2655,2983,Iudb0amH0sY
0,8,20,0,25,51,400 - 449,[07] 1 semana,29.779411765,Valid,[02] 1:01 a 1:30,1,0,VIAJES,62,0,824,0,12150,30,18/09/2014 17:12:48,2014-09-11 13:44:04,617324,1,1,1,1,2660,408,Wd-T_YTfxDs
0,7,14,0,25,52,0 - 49,[01] 1 día,35.789473684,Valid,[03] 1:31 a 2:00,1,0,MISC,97,0,826,1,680,40,19/09/2014 15:36:47,2014-09-18 13:00:08,95799,1,2,1,2,2661,19,LH_1c8zR-Sk
0,5,9,0,16,34,2350 - 2399,[02] 2 días,29.786253143,Valid,[07] 3:31 a 4:00,1,0,MISC,218,0,827,0,71070,30,22/09/2014 23:15:31,2014-09-20 01:09:02,252389,1,1,1,1,2661,2386,0UjmqErytJc
0,6,9,0,15,33,100 - 149,[05] 5 días,29.772727273,Valid,[04] 2:01 a 2:30,1,0,M,148,0,829,0,3930,30,23/09/2014 01:49:36,2014-09-17 07:57:47,496309,1,1,1,1,2661,132,RC_0NzJ2mWA
0,5,8,0,13,29,0 - 49,[01] 1 día,30,Valid,[03] 1:31 a 2:00,1,0,MISC,104,0,830,1,870,30,24/09/2014 14:25:06,2014-09-23 13:59:20,87946,1,2,2,2,2664,29,NK-T_t166TY
0,9,12,0,14,29,2350 - 2399,[01] 1 día,29.706382979,Valid,[13] 6:31 a 7:00,1,0,MISC,399,2,835,0,69810,30,26/09/2014 02:48:29,2014-09-24 14:18:59,131370,2,3,3,3,2673,2350,kxLoycj4pJY
0,11,17,0,15,29,200 - 249,[02] 2 días,29.461883408,Valid,[07] 3:31 a 4:00,1,0,DEPORTES,226,1,839,2,6570,30,27/09/2014 15:42:47,2014-09-24 17:55:59,251208,3,4,4,4,2678,223,BwFek4V5aP4
0,13,19,0,16,29,0 - 49,[10] 4 semanas,30,Valid,[01] 31 a 60s,1,0,IDEAS,45,0,840,1,360,30,27/09/2014 23:44:03,2014-09-04 01:00:18,2069025,1,2,2,2,2680,12,NbL3bKoStds
0,13,19,0,16,29,0 - 49,[01] 1 día,30,Valid,[02] 1:01 a 1:30,1,0,IDEAS,66,0,841,1,660,30,28/09/2014 00:22:30,2014-09-26 13:52:38,124192,1,2,2,2,2680,22,DFQKAgq2V1g
0,14,21,0,18,30,0 - 49,[06] 6 días,30,Valid,[10] 5:01 a 5:30,1,0,MISC,325,0,843,0,150,30,29/09/2014 13:13:26,2014-09-22 14:00:21,601985,1,1,1,1,2682,5,6C8OJsHfmpI
0,15,21,0,19,30,0 - 49,[02] 2 días,30,Valid,[03] 1:31 a 2:00,1,0,MISC,117,1,844,1,390,30,29/09/2014 13:51:31,2014-09-26 13:52:28,259143,2,3,3,3,2682,13,jnk15Wf6xMU
0,14,20,0,20,30,0 - 49,[08] 2 semanas,28.8,Valid,[14] 7:01 a 7:30,1,0,DEPORTES,426,0,846,0,720,30,30/09/2014 13:02:30,2014-09-17 06:54:51,1145259,1,1,1,1,2682,25,JXMyZ929lpY
0,16,18,0,20,24,0 - 49,[06] 6 días,30,Valid,[01] 31 a 60s,1,0,IDEAS,47,0,853,0,840,30,02/10/2014 03:57:59,2014-09-26 02:20:09,524270,1,1,1,1,2683,28,HjHiC0mt4Ts
0,17,15,0,23,27,0 - 49,[02] 2 días,21.063829787,Valid,[03] 1:31 a 2:00,1,0,MISC,117,0,857,2,990,30,03/10/2014 13:33:26,2014-10-01 07:18:27,195299,3,3,3,3,2688,47,9zTheyLIvRc
0,9,8,0,22,27,0 - 49,[02] 2 días,30,Valid,[01] 31 a 60s,1,0,MISC,60,0,867,1,330,30,08/10/2014 15:43:34,2014-10-05 19:42:52,244842,1,2,2,2,2691,11,4pVCToDTbT4
0,9,8,0,22,26,0 - 49,[01] 1 día,30,Valid,[02] 1:01 a 1:30,1,0,MISC,61,0,870,0,930,30,08/10/2014 23:49:32,2014-10-07 13:01:24,125288,1,1,1,1,2691,31,CIEdjAm2aPw
0,6,5,0,14,12,0 - 49,[08] 2 semanas,30,Valid,[04] 2:01 a 2:30,1,0,MISC,128,0,873,0,840,30,14/10/2014 18:55:47,2014-09-30 09:20:57,1244090,1,1,1,1,2694,28,g7CRMrR24Mo
0,5,2,0,13,11,50 - 99,[06] 6 días,30,Valid,[02] 1:01 a 1:30,1,0,MISC,79,0,876,1,1950,30,16/10/2014 17:20:24,2014-10-10 08:43:10,549434,1,2,2,2,2695,65,B7FzWUhgqck
0,3,1,0,9,7,0 - 49,[11] 5 semanas,30,Valid,[04] 2:01 a 2:30,1,0,MISC,140,0,877,0,330,30,19/10/2014 17:02:09,2014-09-19 16:03:27,2595522,1,1,1,1,2695,11,kbB61_urAlg
0,4,1,0,10,6,0 - 49,[08] 2 semanas,30,Valid,[07] 3:31 a 4:00,1,0,VIAJES,213,1,879,0,270,30,20/10/2014 18:07:40,2014-10-06 16:48:28,1214352,1,2,2,2,2695,9,z7yqtW4Isec
0,4,1,0,10,6,0 - 49,[02] 2 días,30,Valid,[01] 31 a 60s,1,0,DEPORTES,44,0,881,4,240,30,21/10/2014 02:33:08,2014-10-18 13:48:27,218681,2,3,3,5,2695,8,9Lb4F1dnD0g
0,5,2,0,10,5,150 - 199,[21] 15 semanas,29.808917197,Valid,[01] 31 a 60s,1,0,IDEAS,44,0,885,0,4680,30,22/10/2014 03:01:26,2014-07-11 21:11:02,8833824,2,2,2,2,2696,157,XlbVB50mIh4
0,9,6,0,12,8,0 - 49,[08] 2 semanas,30,Valid,[02] 1:01 a 1:30,1,0,IDEAS,71,0,890,0,270,30,23/10/2014 20:44:02,2014-10-14 11:56:07,809275,1,1,1,1,2701,9,ndHDdzTllao
0,5,0,0,13,6,0 - 49,[01] 1 día,30,Valid,[02] 1:01 a 1:30,1,0,CINE,69,2,897,0,1380,30,30/10/2014 16:33:13,2014-10-29 16:00:59,88334,1,3,2,3,2701,46,IXshQ5mv1K8
0,5,1,0,12,7,0 - 49,[02] 2 días,30,Valid,[03] 1:31 a 2:00,1,0,VIDEOJUEGOS,107,0,899,0,570,30,01/11/2014 20:12:09,2014-10-30 17:04:06,184083,1,1,1,1,2702,19,GccGbdLqTmQ
0,6,2,0,13,8,150 - 199,[05] 5 días,49.722222222,Valid,[03] 1:31 a 2:00,1,0,CINE,103,2,901,1,8950,50,03/11/2014 15:46:19,2014-10-29 08:00:03,459976,2,3,2,4,2703,180,3GG2wKZw3wg
0,7,6,0,10,6,0 - 49,[02] 2 días,30,Valid,[19] 9:31 a 10:00,1,0,VIAJES,583,0,909,2,60,30,06/11/2014 19:41:41,2014-11-04 14:04:05,193056,1,2,1,3,2707,2,s0MDY9fl-IA
0,7,6,0,10,6,0 - 49,[01] 1 día,30,Valid,[02] 1:01 a 1:30,1,0,MISC,61,0,911,0,330,30,06/11/2014 23:20:29,2014-11-05 19:30:25,100204,1,1,1,1,2707,11,5rrM3zl4J_g
0,7,5,0,10,6,100 - 149,[01] 1 día,29.7,Valid,[04] 2:01 a 2:30,1,0,MISC,131,1,913,0,2970,30,07/11/2014 14:31:33,2014-11-06 08:08:07,109406,1,2,1,2,2707,100,iccscUFY860
0,8,2,1,11,6,0 - 49,[01] 1 día,27.5,Valid,[01] 31 a 60s,1,0,MISC,31,0,932,0,660,30,26/11/2014 12:18:10,2014-11-24 16:26:19,157911,1,1,1,1,2715,24,mVmBL8B-In0
0,7,1,1,11,6,0 - 49,[01] 1 día,29.142857143,Valid,[03] 1:31 a 2:00,1,0,DEPORTES,120,0,933,0,1020,30,26/11/2014 15:46:27,2014-11-24 23:18:44,145663,1,1,1,1,2715,35,8VlAzVqm2HQ
0,7,1,1,11,6,950 - 999,[07] 1 semana,29.343065693,Valid,[11] 5:31 a 6:00,1,0,MISC,331,0,935,0,28140,30,26/11/2014 18:27:21,2014-11-19 12:24:00,626601,1,1,1,1,2715,959,rLp5hlyrtnE
1,4,2,1,9,3,0 - 49,[08] 2 semanas,30,Valid,[02] 1:01 a 1:30,1,0,MISC,78,0,938,1,180,30,03/12/2014 18:20:12,2014-11-20 18:00:10,1124402,2,2,2,2,2717,6,LOyVvpXRX6w
1,10,3,1,11,6,0 - 49,[03] 3 días,30,Valid,[03] 1:31 a 2:00,1,1,DEPORTES,97,0,946,0,840,30,09/12/2014 12:53:07,2014-12-05 21:46:51,313576,1,1,1,1,2720,28,XEUMwxzyDxI
1,10,3,1,11,6,0 - 49,[01] 1 día,30,Valid,[06] 3:01 a 3:30,1,1,MISC,196,0,947,1,480,30,09/12/2014 13:11:46,2014-12-08 00:03:15,133711,1,2,2,2,2720,16,IXieGSAdj4s
1,10,3,1,11,6,0 - 49,[08] 2 semanas,30,Valid,[03] 1:31 a 2:00,1,1,MISC,91,0,949,1,120,30,09/12/2014 18:07:08,2014-12-01 07:54:47,727941,2,2,2,2,2720,4,D2QOtnLdnLQ
1,10,3,1,11,6,0 - 49,[01] 1 día,30,Valid,[01] 31 a 60s,1,1,MISC,56,0,950,0,150,30,09/12/2014 18:22:57,2014-12-07 22:39:15,157422,1,1,1,1,2720,5,qX2mpTMGjdY
1,10,3,1,13,6,0 - 49,[08] 2 semanas,30,Valid,[03] 1:31 a 2:00,1,1,MISC,111,0,953,0,660,30,11/12/2014 12:46:11,2014-11-27 22:48:39,1173452,1,1,1,1,2721,22,c6eUidLqUAo
0,4,0,0,11,4,0 - 49,[10] 4 semanas,30,Valid,[08] 4:01 a 4:30,1,0,M,251,0,957,0,60,30,22/12/2014 00:28:50,2014-11-24 18:54:54,2352836,1,1,1,1,2723,2,2uSAHqxs5n4
0,4,0,0,11,4,0 - 49,[03] 3 días,30,Valid,[06] 3:01 a 3:30,1,0,CINE,188,0,958,0,270,30,22/12/2014 00:35:50,2014-12-18 22:38:30,266240,1,1,1,1,2723,9,btn2tPxjisA
0,4,0,0,11,4,0 - 49,[09] 3 semanas,30,Valid,[06] 3:01 a 3:30,1,0,DEPORTES,195,0,959,0,60,30,22/12/2014 00:43:34,2014-12-05 22:36:14,1390040,1,1,1,1,2723,2,1zw4fPT8lZ0
0,4,0,0,11,4,0 - 49,[05] 5 días,30,Valid,[07] 3:31 a 4:00,1,0,DEPORTES,232,0,960,0,30,30,22/12/2014 00:56:03,2014-12-16 18:31:48,455055,1,1,1,1,2723,1,mlYklteg2vQ
0,4,1,0,11,5,50 - 99,[08] 2 semanas,29.615384615,Valid,[00] 0 a 30s,1,0,MISC,25,0,961,0,2310,30,22/12/2014 01:08:20,2014-12-12 09:10:03,835097,1,1,1,1,2724,78,YTiWetiJVN8
