Fecha;Hora share;Dia share;vistas
2013-11-05 02:52:13;2;1;10
2013-11-05 04:03:26;4;1;4
2013-11-05 04:15:28;4;1;5
2013-11-05 04:23:45;4;1;3
2013-11-05 04:27:12;4;1;3
2013-11-05 04:31:48;4;1;2
2013-11-05 04:33:34;4;1;5
2013-11-05 04:35:01;4;1;4
2013-11-05 04:58:09;4;1;3
2013-11-05 11:16:02;11;1;2
2013-11-05 13:26:36;13;1;5
2013-11-05 13:53:38;13;1;3
2013-11-05 13:56:48;13;1;3
2013-11-05 14:00:28;14;1;15
2013-11-05 15:26:43;15;1;8
2013-11-05 15:40:03;15;1;19
2013-11-05 15:52:22;15;1;9
2013-11-05 16:35:13;16;1;23
2013-11-05 16:41:16;16;1;20
2013-11-05 16:50:18;16;1;6
2013-11-05 16:58:30;16;1;10
2013-11-05 17:30:05;17;1;1
2013-11-05 17:32:41;17;1;15
2013-11-05 18:06:33;18;1;5
2013-11-05 18:33:29;18;1;1
2013-11-05 18:37:28;18;1;9
2013-11-05 19:04:35;19;1;2
2013-11-05 19:22:49;19;1;3
2013-11-05 19:32:35;19;1;14
2013-11-05 20:33:34;20;1;3
2013-11-05 21:04:24;21;1;29
2013-11-05 21:17:24;21;1;66
2013-11-05 21:21:54;21;1;3
2013-11-05 21:28:55;21;1;8
2013-11-05 21:30:37;21;1;3
2013-11-05 21:42:30;21;1;2
2013-11-05 21:48:32;21;1;8
2013-11-05 21:57:34;21;1;6
2013-11-05 21:57:40;21;1;3
2013-11-05 23:18:11;23;1;53
2013-11-06 00:04:50;0;2;2
2013-11-06 00:18:06;0;2;1
2013-11-06 00:19:42;0;2;8
2013-11-06 00:21:09;0;2;2
2013-11-06 00:34:10;0;2;3
2013-11-06 00:35:36;0;2;2
2013-11-06 00:40:22;0;2;3
2013-11-06 00:42:43;0;2;4
2013-11-06 00:52:49;0;2;5
2013-11-06 00:55:41;0;2;2
2013-11-06 00:59:12;0;2;1
2013-11-06 01:14:51;1;2;2
2013-11-06 01:15:38;1;2;2
2013-11-06 01:19:22;1;2;3
2013-11-06 01:20:53;1;2;2
2013-11-06 01:21:23;1;2;2
2013-11-06 01:23:17;1;2;1
2013-11-06 01:26:12;1;2;2
2013-11-06 02:15:09;2;2;1
2013-11-06 02:15:17;2;2;1
2013-11-06 02:15:30;2;2;1
2013-11-06 02:16:37;2;2;1056
2013-11-06 02:35:24;2;2;6
2013-11-06 03:24:47;3;2;31
2013-11-06 03:38:45;3;2;3
2013-11-06 03:40:10;3;2;1
2013-11-06 03:43:39;3;2;13
2013-11-06 15:12:41;15;2;5
2013-11-06 15:29:54;15;2;3
2013-11-06 15:30:42;15;2;11
2013-11-06 15:30:48;15;2;5
2013-11-06 15:49:21;15;2;3
2013-11-06 15:53:37;15;2;30
2013-11-06 16:00:25;16;2;44
2013-11-06 18:25:42;18;2;14
2013-11-06 19:23:43;19;2;29
2013-11-06 19:43:32;19;2;6
2013-11-06 20:54:21;20;2;20
2013-11-06 21:34:43;21;2;4
2013-11-06 21:34:48;21;2;30
2013-11-06 22:10:07;22;2;51
2013-11-06 22:53:55;22;2;27
2013-11-06 23:06:25;23;2;1
2013-11-06 23:08:53;23;2;47
2013-11-07 00:17:19;0;3;71
2013-11-07 00:21:10;0;3;7
2013-11-07 00:21:36;0;3;2
2013-11-07 00:26:51;0;3;6
2013-11-07 00:31:19;0;3;6
2013-11-07 00:31:38;0;3;2
2013-11-07 00:36:33;0;3;3
2013-11-07 00:37:17;0;3;6
2013-11-07 00:43:52;0;3;17
2013-11-07 00:54:19;0;3;3
2013-11-07 01:05:35;1;3;50
2013-11-07 01:13:44;1;3;3
2013-11-07 01:14:35;1;3;1
2013-11-07 01:32:57;1;3;1
2013-11-07 01:41:04;1;3;1963
2013-11-07 01:42:24;1;3;106
2013-11-07 01:58:17;1;3;73
2013-11-07 02:22:11;2;3;13
2013-11-07 02:27:17;2;3;30
2013-11-07 02:52:02;2;3;287
2013-11-07 02:52:14;2;3;49
2013-11-07 02:56:45;2;3;5
2013-11-07 03:00:48;3;3;2
2013-11-07 03:01:07;3;3;2
2013-11-07 03:03:04;3;3;1
2013-11-07 03:17:07;3;3;11
2013-11-07 03:33:00;3;3;3
2013-11-07 04:08:37;4;3;13
2013-11-07 04:18:15;4;3;4
2013-11-07 04:56:04;4;3;3
2013-11-07 04:56:34;4;3;21
2013-11-07 04:56:54;4;3;2
2013-11-07 04:57:36;4;3;2
2013-11-07 05:04:45;5;3;2
2013-11-07 05:05:07;5;3;3
2013-11-07 11:27:29;11;3;2
2013-11-07 11:59:39;11;3;3
2013-11-07 12:00:38;12;3;3
2013-11-07 12:01:22;12;3;3
2013-11-07 12:02:40;12;3;3
2013-11-07 12:05:00;12;3;3
2013-11-07 12:10:39;12;3;3
2013-11-07 14:34:06;14;3;6
2013-11-07 14:52:06;14;3;6
2013-11-07 14:56:52;14;3;4
2013-11-07 15:02:05;15;3;10
2013-11-07 15:40:15;15;3;3
2013-11-07 18:18:21;18;3;5
2013-11-07 18:29:59;18;3;57
2013-11-07 20:21:11;20;3;3
2013-11-07 20:34:53;20;3;22
2013-11-07 20:35:52;20;3;26
2013-11-07 20:52:12;20;3;15
2013-11-07 20:59:36;20;3;2
2013-11-07 21:05:07;21;3;1
2013-11-07 21:05:36;21;3;1
2013-11-07 21:05:51;21;3;1
2013-11-07 21:06:11;21;3;1
2013-11-07 21:06:57;21;3;1
2013-11-07 21:07:20;21;3;1
2013-11-07 21:07:39;21;3;1
2013-11-07 21:09:08;21;3;1
2013-11-07 21:09:32;21;3;1
2013-11-07 21:09:45;21;3;1
2013-11-07 21:09:59;21;3;1
2013-11-07 21:10:13;21;3;1
2013-11-07 21:10:59;21;3;1
2013-11-07 21:11:13;21;3;1
2013-11-07 21:11:29;21;3;1
2013-11-07 21:11:43;21;3;1
2013-11-07 21:12:42;21;3;1
2013-11-07 21:13:03;21;3;1
2013-11-07 21:13:15;21;3;1
2013-11-07 21:13:42;21;3;1
2013-11-07 21:13:55;21;3;1
2013-11-07 21:14:06;21;3;1
2013-11-07 21:14:31;21;3;1
2013-11-07 21:15:03;21;3;2
2013-11-07 21:15:19;21;3;1
2013-11-07 21:15:35;21;3;1
2013-11-07 21:15:47;21;3;1
2013-11-07 21:16:00;21;3;3
2013-11-07 21:16:15;21;3;1
2013-11-07 21:16:28;21;3;1
2013-11-07 21:16:39;21;3;1
2013-11-07 21:16:56;21;3;1
2013-11-07 21:17:11;21;3;1
2013-11-07 21:17:23;21;3;1
2013-11-07 21:17:36;21;3;1
2013-11-07 21:17:57;21;3;1
2013-11-07 21:18:15;21;3;5
2013-11-07 21:18:45;21;3;1
2013-11-07 21:18:59;21;3;1
2013-11-07 21:19:10;21;3;1
2013-11-07 21:19:23;21;3;1
2013-11-07 21:19:37;21;3;1
2013-11-07 21:20:06;21;3;1
2013-11-07 21:20:16;21;3;1
2013-11-07 21:20:29;21;3;1
2013-11-07 21:34:30;21;3;1
2013-11-07 21:35:33;21;3;86
2013-11-07 21:46:11;21;3;1
2013-11-07 21:46:51;21;3;3
2013-11-07 21:47:07;21;3;1
2013-11-07 21:50:44;21;3;2
2013-11-07 21:51:47;21;3;2
2013-11-07 21:52:01;21;3;2
2013-11-07 21:52:18;21;3;2
2013-11-07 21:53:00;21;3;2
2013-11-07 21:53:16;21;3;1
2013-11-07 22:04:14;22;3;5
2013-11-07 22:06:47;22;3;2
2013-11-07 22:07:05;22;3;1
2013-11-07 22:31:23;22;3;2
2013-11-07 22:34:13;22;3;10
2013-11-07 22:47:40;22;3;10
2013-11-07 22:55:21;22;3;16
2013-11-07 22:59:02;22;3;1
2013-11-07 22:59:14;22;3;2
2013-11-07 22:59:31;22;3;1
2013-11-07 22:59:43;22;3;9
2013-11-07 22:59:55;22;3;11
2013-11-07 23:04:54;23;3;1
2013-11-07 23:06:07;23;3;1
2013-11-07 23:06:34;23;3;4
2013-11-07 23:07:46;23;3;2
2013-11-07 23:08:05;23;3;1
2013-11-07 23:08:52;23;3;1
2013-11-07 23:11:51;23;3;2
2013-11-07 23:12:54;23;3;2
2013-11-07 23:13:11;23;3;1
2013-11-07 23:13:22;23;3;1
2013-11-07 23:13:38;23;3;2
2013-11-07 23:13:40;23;3;1
2013-11-07 23:13:51;23;3;1
2013-11-07 23:13:59;23;3;1
2013-11-07 23:14:17;23;3;1
2013-11-07 23:41:52;23;3;10
2013-11-08 00:05:00;0;4;5
2013-11-08 00:08:56;0;4;4
2013-11-08 00:46:12;0;4;6
2013-11-08 01:06:39;1;4;1
2013-11-08 01:40:41;1;4;20
2013-11-08 01:40:59;1;4;296
2013-11-08 01:46:43;1;4;8
2013-11-08 01:50:54;1;4;17
2013-11-08 01:57:38;1;4;2
2013-11-08 03:12:29;3;4;31
2013-11-08 03:13:59;3;4;1
2013-11-08 03:17:00;3;4;3
2013-11-08 03:19:21;3;4;19
2013-11-08 03:19:32;3;4;2
2013-11-08 03:33:09;3;4;8
2013-11-08 03:35:21;3;4;9
2013-11-08 03:51:54;3;4;3
2013-11-08 04:44:23;4;4;2
2013-11-08 05:39:35;5;4;3
2013-11-08 12:33:26;12;4;7
2013-11-08 14:19:33;14;4;9
2013-11-08 14:58:18;14;4;6
2013-11-08 15:12:34;15;4;2
2013-11-08 15:20:02;15;4;2
2013-11-08 15:45:01;15;4;77
2013-11-08 16:16:45;16;4;4
2013-11-08 16:30:49;16;4;18
2013-11-08 16:36:12;16;4;3
2013-11-08 16:43:24;16;4;16
2013-11-08 16:43:28;16;4;3
2013-11-08 16:58:36;16;4;60
2013-11-08 17:15:24;17;4;17
2013-11-08 17:20:56;17;4;1
2013-11-08 18:05:51;18;4;1
2013-11-08 18:06:18;18;4;1
2013-11-08 18:26:20;18;4;1
2013-11-08 18:35:40;18;4;5
