id;url;saldo_actual;category;points_per_view;release_date;release_date_youtube;duracion;release_difference;total_views;points_given;shares_first_day;shares_first_week;shares_first_month;male_shares;female_shares;total_shares;total_users_at_release;1_week_active_users_at_release;2_week_active_users_at_release;1_week_new_users_at_release;2_week_new_users_at_release;active_raffles_at_release;1_week_active_raffles;2_week_active_raffles
380;TpaQYSd75Ak;39670;MISC;30;2014-03-21 04:27:30;2014-03-19 20:35:48;500;114702;368;10320;7;9;9;3;5;9;2123;59;81;45;75;5;5;6
45;LXO-jKksQkM;8920;M;20;2013-10-25 14:46:27;2011-09-23 16:15:27;328;65917860;367;11070;7;19;26;16;13;31;629;166;299;140;355;9;9;10
168;YEsR7nCLm4Y;8740;DEPORTES;30;2014-01-10 01:00:05;2014-01-09 22:06:48;278;10397;359;10680;9;20;23;12;9;24;1479;82;106;64;86;8;8;8
683;AqfQInqoork;89380;DEPORTES;30;2014-06-30 14:59:56;2014-06-25 16:55:56;77;425040;354;10620;3;5;5;4;0;5;2474;21;41;8;28;1;6;6
428;xs8mTxHU5ag;69500;MISC;30;2014-04-04 00:28:42;0000-00-00 00:00:00;0;-1;350;10500;4;6;6;4;1;6;2197;60;99;35;75;4;5;6
660;No91jykDqYk;89500;MISC;30;2014-06-18 03:38:51;0000-00-00 00:00:00;0;-1;350;10500;2;2;2;1;0;2;2454;33;48;21;31;3;3;8
108;uEdRLlqdgA4;12740;CINE;20;2013-12-02 22:30:39;2013-12-02 15:14:59;223;26140;349;7300;11;21;28;16;10;28;1201;144;182;112;162;7;7;7
51;GxhWyaD_SUQ;1780;M;20;2013-10-29 03:18:28;2013-10-27 07:03:55;479;159273;347;10160;6;13;19;12;10;24;728;170;300;167;344;9;10;10
166;jz_bxQrcH6M;1120;DEPORTES;40;2014-01-09 17:28:28;2014-01-08 18:00:04;68;84504;347;13880;11;18;21;8;11;21;1457;65;91;43;66;8;8;8
1;T5JaR2cGDOI;374480;MISC;88;2013-06-27 00:31:09;2013-06-27 04:08:42;72;-13053;341;25520;23;50;82;16;10;83;3;1;1;3;3;0;0;0
189;PUKMUZ4tlJg;6650;MISC;30;2014-01-14 20:53:12;2014-01-14 14:10:08;109;24184;341;10200;13;19;20;9;9;20;1520;97;125;89;119;7;7;7
90;T7XzyZB6WEM;18820;MISC;20;2013-11-20 15:37:20;2013-10-28 07:47:33;84;2015387;338;13180;7;24;55;24;28;62;1047;137;236;110;218;8;8;8
160;pOoy7_l2EbI;1520;MISC;40;2014-01-07 15:30:25;2014-01-02 21:37:31;145;409974;337;13480;9;17;21;14;12;27;1430;47;68;29;39;0;8;8
905;1NDkVx9AzSY;90190;MISC;30;2014-11-04 19:16:06;2014-11-04 08:30:03;244;38763;331;9810;1;1;1;0;0;1;2704;8;14;3;9;0;0;0
34;whkdZfRWilE;28758;MISC;77;2013-10-22 13:36:45;2012-10-10 18:31:31;66;32555114;328;24612;13;32;55;23;58;94;564;183;274;178;348;10;11;12
907;7oFmRN0oadI;90430;VIDEOJUEGOS;30;2014-11-05 13:34:05;2014-11-04 18:27:58;184;68767;323;9570;1;1;1;0;0;1;2705;7;13;4;8;0;0;0
197;0Z38VrjdE_I;13300;MISC;50;2014-01-16 15:06:23;2014-01-15 21:18:21;111;64082;320;15950;8;15;21;16;13;30;1534;103;129;96;123;6;6;6
495;-K-zDK4wrI4;460;MISC;30;2014-04-24 22:23:59;2014-04-23 08:55:41;65;134898;320;9540;6;8;8;6;1;8;2339;58;93;46;93;3;5;5
183;JFbNPqaGbDg;2280;DEPORTES;40;2014-01-14 01:46:51;2014-01-13 23:07:51;90;9540;319;12720;5;16;21;13;15;29;1510;93;119;80;109;7;7;7
882;plwX5NtF530;90490;IDEAS;30;2014-10-21 13:48:18;2014-10-21 04:57:52;193;31826;319;9510;1;1;1;0;0;1;2695;4;9;1;6;0;0;0
77;zoKj7TdJk98;17600;CINE;40;2013-11-11 15:10:30;2013-10-28 01:58:16;67;1257134;318;22400;15;42;95;35;52;102;894;137;213;93;182;9;9;9
180;rYUA1I4U4Ek;2520;CINE;40;2014-01-13 15:44:53;2013-11-20 14:45:12;96;4669181;312;12480;8;12;18;13;9;23;1508;95;118;81;107;8;8;8
62;rtxXV5jKLME;7320;CINE;60;2013-11-03 05:32:36;2013-05-08 17:09:45;149;15423771;295;23936;4;29;73;36;55;99;790;128;250;105;275;8;9;9
837;ixQkcuZhXg8;91210;MISC;30;2014-09-26 04:46:24;2014-09-26 03:19:43;31;5201;294;8790;1;1;1;0;0;1;2673;10;15;12;29;0;0;0
333;IpbDHxCV29A;49490;MISC;30;2014-03-10 22:53:22;2014-03-10 17:57:45;209;17737;290;8640;9;11;11;3;7;11;2058;49;83;32;96;4;5;8
838;mNtZBcEN6jg;91390;VIAJES;30;2014-09-26 15:50:48;2014-09-26 13:00:08;95;10240;287;8610;1;4;4;2;1;4;2673;11;16;12;26;0;0;0
414;kfS8iz2NaLE;11660;MISC;30;2014-04-01 00:35:00;2014-03-31 23:09:54;91;5106;280;8340;3;3;3;2;0;3;2181;61;101;36;84;5;5;7
481;5enLL5eraYc;51880;MISC;40;2014-04-16 20:36:45;2014-04-16 14:09:09;295;23256;279;48120;12;24;25;14;8;25;2288;58;87;55;100;5;5;5
2;ktBEEsCQYLM;267720;M;260;2013-07-04 00:00:00;2011-11-29 18:46:25;46;50303615;278;32280;31;67;72;15;8;72;67;50;50;67;67;0;0;0
607;YskqvyX1W7M;991720;MISC;30;2014-05-27 15:23:41;2014-05-26 16:19:41;107;83040;277;8280;7;8;8;7;0;8;2404;34;49;12;28;6;6;6
925;20DF6U1HcGQ;91840;CINE;30;2014-11-19 18:17:17;2014-11-19 14:00:02;161;15435;276;8160;2;2;2;0;1;2;2714;5;9;5;8;0;0;0
184;JC4zzuWHK-M;4120;DEPORTES;40;2014-01-14 03:49:36;2014-01-07 18:44:41;103;551095;273;10880;6;13;17;13;9;24;1513;95;121;83;112;7;7;7
346;uTbetLBrOvQ;17900;VIDEOJUEGOS;100;2014-03-13 22:36:48;2014-03-10 18:49:45;31;272823;272;22100;7;13;27;17;16;37;2076;48;76;30;63;3;4;7
512;B8Nn_FCYFSI;92020;MISC;30;2014-04-30 17:16:50;2014-04-29 15:54:33;153;91337;270;7980;3;3;3;1;1;3;2353;45;75;27;65;3;5;5
105;BJZBgbH9_Lk;13240;MISC;20;2013-12-01 08:04:27;2013-11-28 07:13:27;100;262260;269;6760;13;24;28;12;13;28;1166;123;169;88;149;7;7;7
162;PaAvUOXUohk;4240;CINE;40;2014-01-08 01:46:31;2013-09-06 04:28:16;151;10703895;269;10760;6;18;21;12;13;26;1431;52;72;30;40;0;8;8
408;xaM-xXgl4Bs;42140;MISC;30;2014-03-31 01:45:41;2014-03-23 01:21:32;135;692649;264;7860;4;5;5;3;1;5;2173;59;98;33;77;4;5;7
687;Eu1klHizoDM;2140;MISC;30;2014-07-02 18:51:41;2014-06-30 20:56:25;23;165316;262;7860;3;3;3;1;1;3;2474;21;37;6;19;6;6;6
852;kxIKZm79JmY;92170;MISC;30;2014-10-01 20:47:38;2014-10-01 15:00:11;180;20847;261;7830;2;2;2;1;0;2;2683;15;19;18;26;0;0;0
214;7J2DpXA_ack;5320;VIDEOJUEGOS;80;2014-01-22 14:51:45;0000-00-00 00:00:00;0;-1;246;19680;6;17;26;21;17;41;1542;47;121;12;110;6;6;6
446;s0d9d-cdxhk;70720;VIDEOJUEGOS;120;2014-04-08 14:59:37;0000-00-00 00:00:00;0;-1;245;29280;6;19;26;23;9;34;2223;48;87;40;71;4;6;6
128;UqUE2_TET9I;5260;DEPORTES;20;2013-12-12 18:49:40;0000-00-00 00:00:00;0;-1;243;4740;14;18;21;13;5;21;1343;126;232;85;207;5;5;5
179;zDawRLFDneY;5280;CINE;40;2014-01-13 14:58:12;2013-07-22 14:35:38;147;15121354;243;9720;8;11;17;11;10;22;1508;94;117;81;107;8;8;8
785;6w4Gqt-ljb4;95830;MISC;30;2014-08-26 02:15:57;2014-08-22 10:56:13;16;314384;243;4170;1;4;4;2;1;4;2600;9;11;6;12;7;7;7
539;DaeAj-HQnGA;83060;DEPORTES;70;2014-05-08 16:25:48;2014-05-08 02:07:42;77;51486;242;16940;7;18;22;9;12;23;2367;25;57;13;37;4;4;4
149;A4QcyW-qTUg;2950;MISC;30;2013-12-24 13:36:14;2013-12-23 21:20:28;128;58546;235;7050;6;11;20;7;12;20;1391;59;137;23;71;5;5;5
859;0-J5Vg0SxLc;97210;VIDEOJUEGOS;30;2014-10-04 21:29:54;2014-10-04 13:40:58;236;28136;235;2790;2;2;2;1;0;2;2688;17;25;8;27;0;0;0
80;76xTdNvYZ0g;5480;MISC;20;2013-11-12 01:48:30;2013-10-04 01:02:22;170;3372368;234;4520;6;16;30;12;13;30;905;134;212;95;178;9;9;9
59;9d8wWcJLnFI;5480;MISC;20;2013-11-02 07:59:06;2013-10-23 16:41:26;303;832660;231;4520;3;13;22;8;16;27;786;144;250;129;276;8;9;9
633;XZzJxWbWXtY;93130;DEPORTES;30;2014-06-06 14:47:02;2014-06-06 10:50:37;481;14185;229;6870;6;7;7;4;1;7;2427;30;55;11;28;4;4;4
490;iD4qsWnjsNU;93160;DEPORTES;30;2014-04-23 13:42:47;2014-04-23 06:02:47;103;27600;228;6840;5;8;8;5;1;8;2325;49;92;37;93;4;4;6
929;bvu-zlR5A8Q;93340;CINE;30;2014-11-23 17:41:59;2014-11-23 15:01:38;21;9621;228;6660;2;2;2;1;0;2;2714;6;11;1;7;0;0;0
101;hDMpWFEy2tY;140;MISC;20;2013-11-26 00:06:17;2013-03-03 14:28:40;151;23103457;225;11860;10;27;35;14;14;35;1089;77;196;49;188;8;8;8
366;vnggueyqoQc;6550;MISC;150;2014-03-18 01:15:28;2014-03-18 01:13:16;57;132;223;33450;17;32;55;37;45;89;2097;50;85;37;71;3;6;7
587;jZTCtpZyulM;993310;M;30;2014-05-22 14:55:23;2014-05-21 07:07:50;199;114453;223;6690;2;3;3;2;0;3;2397;32;49;14;33;2;6;6
839;BwFek4V5aP4;93430;DEPORTES;30;2014-09-27 15:42:47;2014-09-24 17:55:59;226;251208;223;6570;3;4;4;2;1;4;2678;11;15;17;29;0;0;0
178;XiKLn97n9Vw;6480;CINE;40;2014-01-13 13:58:47;2013-08-21 20:39:42;113;12503945;213;8520;7;8;12;9;6;16;1508;95;118;81;107;8;8;8
848;JuU0M2xBasc;95140;CINE;30;2014-09-30 16:59:57;2014-09-30 16:00:18;153;3579;210;4860;2;3;3;1;1;3;2682;14;20;20;30;0;0;0
903;UMnURHXFhuE;93730;MISC;30;2014-11-04 03:36:04;2014-11-03 12:44:55;196;53469;210;6270;1;1;1;0;0;1;2704;8;14;3;9;0;0;0
342;zy9RpsUYyq8;40;MISC;60;2014-03-12 15:17:00;2014-03-10 15:38:29;161;171511;209;9960;10;21;21;9;11;21;2070;51;86;30;75;4;5;8
461;OmTnhXu9dqc;7460;VIDEOJUEGOS;60;2014-04-10 17:04:49;2014-04-10 15:30:01;83;5688;209;12540;5;17;19;19;1;21;2243;49;93;47;82;4;5;5
524;WHq6q8OsSa4;91640;DEPORTES;40;2014-05-05 16:34:00;2014-05-05 16:00:07;75;2033;209;8360;5;7;12;7;4;12;2359;27;66;10;52;5;5;5
85;ZXB9WJZUjmA;5820;DEPORTES;30;2013-11-17 01:09:55;2013-11-06 14:00:05;239;904190;206;6180;5;11;44;29;19;59;1015;167;253;138;225;8;8;8
70;UFd6WsObOu4;5960;MISC;20;2013-11-06 15:49:21;2013-11-05 00:14:04;51;142517;205;4040;6;10;16;9;7;18;829;110;230;69;238;9;9;9
528;8SGQ0VdXvAg;93850;IDEAS;30;2014-05-06 15:22:31;2014-05-06 12:00:04;247;12147;205;6150;2;3;4;2;1;4;2361;26;60;11;46;5;5;5
94;fXXLZc7v2r4;6020;MISC;20;2013-11-21 18:42:07;2013-11-21 17:10:52;202;5475;204;3980;11;16;30;13;13;30;1057;110;226;81;206;8;8;8
410;84niw5mYoXk;69550;M;150;2014-03-31 13:00:43;2014-03-23 11:18:35;143;697328;204;30450;9;19;40;41;23;69;2176;60;97;35;79;5;5;7
724;f-ZE7UVAWvA;93970;DEPORTES;30;2014-07-23 18:58:15;2014-07-23 05:29:05;82;48550;204;6030;1;3;3;1;0;3;2538;15;26;25;41;2;9;9
95;ThdX4ySLfmc;3970;CINE;30;2013-11-22 00:48:55;2013-11-20 17:07:06;152;114109;201;6030;7;14;30;16;11;30;1061;98;220;75;196;8;8;8
612;PiF5HHkHvX0;988180;DEPORTES;60;2014-05-28 13:34:08;2014-05-28 13:00:06;633;2042;199;11820;5;7;8;6;1;8;2407;37;51;15;24;6;6;6
103;6N0HpAU4i1c;6200;MISC;20;2013-11-30 16:33:56;2013-11-22 02:39:06;147;741290;192;3800;9;22;24;9;13;24;1160;117;167;86;147;7;7;7
954;wIElAMEetys;94240;DEPORTES;30;2014-12-11 13:49:01;2014-12-10 20:49:28;71;61173;192;5760;1;1;1;0;0;1;2721;10;13;3;6;1;1;1
432;h1msuWVZZmQ;894270;IDEAS;30;2014-04-04 20:33:51;2014-03-28 12:32:10;67;633701;191;5730;3;6;9;5;3;9;2208;62;102;43;81;4;6;6
796;UowkIRSDHfs;94330;MISC;30;2014-09-03 23:41:33;2014-09-01 13:46:07;36;208526;189;5670;1;2;2;1;0;2;2609;5;12;7;14;0;0;0
742;f0xyzj545tc;94390;DEPORTES;30;2014-07-31 03:20:13;2014-07-30 13:00:10;127;51603;188;5610;3;5;7;2;3;7;2568;24;34;28;55;8;8;8
872;dFmrddUD7Og;94420;DEPORTES;30;2014-10-14 04:23:56;2014-10-13 16:33:23;232;42633;187;5580;1;1;1;0;0;1;2694;6;15;5;12;0;0;0
139;sFEnAno-Jzg;810;MISC;30;2013-12-18 21:46:58;2013-12-16 15:31:59;65;195299;185;5430;5;10;18;8;8;18;1375;94;182;35;142;5;5;5
572;TVgpw0AXzcA;88900;DEPORTES;60;2014-05-19 03:22:24;2014-05-16 13:00:05;165;224539;185;11100;7;10;11;10;0;11;2388;29;49;13;29;3;3;7
88;F_ilNh7gkuo;5000;NA;40;2013-11-19 01:07:58;2013-11-01 15:48:19;56;1502379;184;7000;6;13;55;17;44;68;1041;157;250;136;231;8;8;8
100;Pv-Do30-P8A;3260;MISC;20;2013-11-25 21:44:07;2013-11-22 23:34:10;311;252597;184;6740;10;26;33;12;15;33;1089;77;195;50;189;8;8;8
516;nTYx-LVjHsc;94510;IDEAS;30;2014-05-01 00:12:32;2014-04-28 22:19:24;116;179588;183;5490;1;3;7;2;4;7;2354;46;75;27;64;5;5;5
43;eYthI8sVTME;5360;MISC;20;2013-10-24 23:59:55;2013-08-19 23:07:57;160;5705518;182;4640;5;17;29;12;20;35;623;163;310;137;373;11;11;12
901;3GG2wKZw3wg;91050;CINE;50;2014-11-03 15:46:19;2014-10-29 08:00:03;103;459976;180;8950;2;2;3;1;2;4;2703;6;13;2;8;0;0;0
145;1-8isxa5B_Y;6660;MISC;30;2013-12-22 19:22:24;2013-12-20 20:27:18;326;168906;178;5340;10;16;22;12;7;22;1380;66;145;19;82;5;5;5
715;TbYRDHNnDNc;94720;MISC;30;2014-07-15 22:40:30;2014-07-14 10:00:13;115;132017;176;5280;1;4;4;2;1;4;2509;16;38;12;35;3;3;3
509;B3FCpirYMKQ;94810;MISC;30;2014-04-29 20:22:02;2014-04-29 14:23:43;234;21499;175;5190;1;2;2;1;0;2;2351;48;75;35;64;3;5;5
53;pK2zYHWDZKo;8100;CINE;40;2013-10-29 15:22:06;2013-10-29 12:45:12;138;9414;174;6900;9;9;25;16;19;39;733;170;297;169;337;9;10;10
152;AphM9UNdhgY;4810;DEPORTES;30;2013-12-28 18:24:29;2013-12-27 14:44:31;169;99598;173;5190;4;11;21;11;11;24;1398;42;88;20;38;4;4;12
629;nYN_8WvBjEw;994840;DEPORTES;30;2014-06-05 23:09:45;2014-06-05 11:18:57;118;42648;172;5160;10;11;11;7;3;11;2427;28;56;13;29;4;4;4
482;KVDQ8_MT7dA;94870;MISC;30;2014-04-17 00:18:40;2014-04-16 20:51:55;239;12405;171;5130;2;3;3;2;0;3;2290;56;89;53;101;4;4;6
669;hYM4ndcV4Uo;93240;MISC;40;2014-06-22 17:14:59;2014-06-21 13:00:04;170;101695;170;6760;4;10;16;8;8;17;2466;30;50;24;36;2;2;7
866;x_pap50wcUs;94960;DEPORTES;30;2014-10-08 15:05:40;2014-10-08 13:00:12;52;7528;170;5040;2;3;4;5;0;6;2691;9;22;8;27;0;0;0
12;BsHFiI0h-9E;72924;MISC;44;2013-10-09 13:09:51;2013-09-20 07:40:36;104;1661355;166;7076;1;23;49;22;52;87;220;4;4;10;11;0;11;12
447;z-N3nb4_zjU;95020;MISC;30;2014-04-08 16:28:19;2014-04-08 13:12:24;135;11755;166;4980;3;4;4;2;1;4;2223;48;87;40;69;5;6;6
142;T-D1KVIuvjA;5080;MISC;30;2013-12-19 17:59:59;2013-12-18 20:06:05;70;78834;165;4920;8;20;24;15;8;24;1378;86;171;35;123;5;5;5
6;aX2KNyaoNV4;20000;VIDEOJUEGOS;132;2013-07-11 00:00:00;2013-06-11 14:38:11;99;2539309;162;25760;7;76;82;15;7;83;133;81;110;66;133;0;0;0
115;tJel8dJuPH8;1880;DEPORTES;20;2013-12-06 15:47:29;2013-12-04 07:57:27;138;201002;161;3200;8;24;27;15;7;27;1277;161;222;131;205;6;6;6
114;nbp3Ra3Yp74;9790;CINE;30;2013-12-05 15:19:18;2013-12-05 13:26:27;161;6771;160;4800;15;21;26;19;13;35;1249;152;212;118;193;6;6;6
72;sSUNllgMCqY;5410;MISC;20;2013-11-08 15:12:34;2013-11-07 12:53:42;153;94732;158;4590;5;10;21;8;12;22;867;125;235;89;238;9;9;9
191;hCRDskZrUMU;7260;MISC;30;2014-01-15 13:50:28;2014-01-05 16:44:31;93;853557;158;4740;5;9;11;4;6;11;1529;102;133;97;128;7;7;7
122;H7jtC8vjXw8;15410;MISC;30;2013-12-11 17:06:42;2013-12-11 08:00:01;347;32801;157;4590;9;15;15;8;5;15;1338;141;241;115;229;6;6;6
885;XlbVB50mIh4;95320;IDEAS;30;2014-10-22 03:01:26;2014-07-11 21:11:02;44;8833824;157;4680;2;2;2;0;0;2;2696;5;10;2;5;0;0;0
155;qGf6earGAOc;10320;DEPORTES;30;2014-01-02 13:57:49;2011-01-18 13:00:52;88;93315417;156;4680;4;10;20;10;15;26;1411;37;68;20;34;0;6;8
198;loGM3VvpsOE;11350;MISC;30;2014-01-16 21:06:24;2014-01-16 19:01:43;106;7481;156;4650;5;6;7;4;2;7;1535;88;129;65;120;6;6;6
427;NcpK0_f1whs;75410;VIDEOJUEGOS;30;2014-04-03 18:00:44;2014-04-03 07:01:00;165;39584;153;4590;2;6;6;4;2;7;2196;62;101;34;79;4;5;6
593;vco0SpSz17g;996100;CINE;30;2014-05-22 21:54:41;2014-05-22 16:00:36;97;21245;153;3900;1;3;4;2;1;4;2398;32;47;14;31;2;6;6
420;pyV57QlGUGI;85500;MISC;30;2014-04-02 19:24:41;0000-00-00 00:00:00;0;-1;150;4500;7;13;15;9;10;21;2188;57;96;30;72;5;6;7
713;IehWY6JFjWo;95590;MISC;30;2014-07-15 17:43:38;2014-07-15 05:30:16;58;44002;147;4410;4;5;5;2;1;5;2509;17;38;14;35;3;3;3
585;eqzUI5t9qJ4;995740;MISC;30;2014-05-22 13:50:48;2014-05-17 20:10:23;145;409225;142;4260;2;4;4;1;2;4;2397;32;49;14;33;2;6;6
48;Kayqs74owFI;5800;DEPORTES;30;2013-10-27 14:38:49;2013-10-16 00:27:27;176;1001482;140;4200;6;10;19;12;17;33;688;176;311;171;377;9;9;10
83;JMJXvsCLu6s;6220;MISC;20;2013-11-14 14:04:41;2012-07-19 07:17:13;60;41755648;135;5220;15;19;31;8;19;31;968;156;227;117;201;9;9;9
708;oBkqfiN6zJM;96010;IDEAS;30;2014-07-11 04:21:10;2014-07-05 15:07:45;97;479605;133;3990;2;3;3;2;0;3;2499;22;38;19;28;3;3;3
829;RC_0NzJ2mWA;96070;M;30;2014-09-23 01:49:36;2014-09-17 07:57:47;148;496309;132;3930;1;1;1;0;0;1;2661;6;15;9;33;0;0;0
387;aCJQAm_uKyg;26070;MISC;30;2014-03-24 15:57:41;2014-03-19 20:11:37;241;416764;131;3930;6;7;7;2;4;7;2141;59;88;44;86;5;6;6
253;DnWbboMkA-g;15900;VIDEOJUEGOS;70;2014-02-07 21:08:33;2014-02-07 17:00:02;83;14911;130;9100;2;3;22;16;18;38;1576;28;51;13;28;6;6;6
640;TnTYVT6lwBc;96340;VIDEOJUEGOS;30;2014-06-09 20:58:05;2014-06-09 18:59:47;128;7098;128;3660;5;5;6;4;1;6;2432;31;54;14;30;4;4;4
820;PH_Z8Ghuq6E;96160;MISC;30;2014-09-16 17:42:07;2014-08-12 21:21:03;141;3010864;128;3840;1;1;1;0;0;1;2652;9;24;21;43;0;0;0
663;t6F8O5A__Ds;96190;MISC;30;2014-06-19 14:12:39;0000-00-00 00:00:00;0;-1;127;3810;2;2;2;1;0;2;2455;30;48;18;28;2;2;7
132;C3Ozz6_pdMI;2280;IDEAS;20;2013-12-16 03:41:52;2012-09-07 00:03:07;82;40189125;126;3300;12;15;18;9;8;18;1362;104;202;55;177;5;5;5
389;tJbNw0Aoneg;36250;MISC;30;2014-03-24 16:18:11;2014-03-24 14:34:30;130;6221;126;3750;4;5;5;2;1;5;2141;59;88;44;86;5;6;6
494;SdBXpORSGu0;94970;DEPORTES;40;2014-04-24 13:26:42;0000-00-00 00:00:00;0;-1;126;5030;4;6;8;6;3;10;2330;50;87;40;88;3;5;5
75;8lDtmbpYdxY;2520;MISC;20;2013-11-10 18:40:29;2013-11-05 17:31:16;92;436153;125;2480;9;11;21;8;10;22;880;132;210;90;182;9;9;9
147;K_wXWIjTFf8;8310;MISC;30;2013-12-23 19:22:43;2013-12-17 14:43:34;184;535149;124;3690;8;14;21;11;9;21;1390;62;139;26;78;5;5;5
442;y9keNVYmERI;96280;VIDEOJUEGOS;30;2014-04-08 02:38:59;2014-04-07 09:37:45;91;61274;124;3720;3;5;5;3;1;5;2222;46;91;40;76;4;6;6
497;au2NEfp2GJE;95040;DEPORTES;40;2014-04-25 16:46:56;2014-04-25 10:47:41;243;21555;124;4960;6;8;10;9;2;12;2343;56;87;49;90;3;5;5
173;_ym0rxisOpw;6340;MISC;30;2014-01-10 22:42:55;2013-07-07 14:56:34;178;16184781;123;3660;6;9;9;3;5;9;1499;89;118;73;104;8;8;8
699;0pCp8g-VjOs;96310;MISC;30;2014-07-07 19:28:22;2014-07-06 19:00:08;436;88094;123;3690;3;4;4;2;1;4;2488;25;38;14;22;4;4;4
129;q7KswC9wCSY;7800;MISC;20;2013-12-13 00:20:39;2013-12-11 02:07:31;130;166388;122;2200;8;17;17;6;8;17;1348;122;232;81;209;5;5;5
472;HB3xM93rXbY;196850;MISC;30;2014-04-15 00:38:48;2014-04-14 19:00:22;247;20306;122;3660;5;6;6;4;1;6;2280;61;87;58;99;5;5;5
673;dwXFsrp6WBs;97390;CINE;30;2014-06-24 16:58:29;2014-06-24 16:59:39;154;-70;122;2610;4;5;5;4;0;5;2466;24;45;13;34;2;7;7
56;nIsCs9_-LP8;2580;MISC;20;2013-10-30 18:09:16;2013-10-18 15:43:20;133;1045556;121;2420;5;10;23;7;14;28;761;166;278;166;312;9;10;10
110;jhFqSlvbKAM;17580;DEPORTES;20;2013-12-04 01:22:05;2013-12-03 22:26:59;61;10506;121;2420;12;21;21;14;4;21;1218;146;190;120;173;7;7;7
458;7SXs3JZgZtk;96400;VIDEOJUEGOS;30;2014-04-10 03:10:09;2014-04-10 01:33:32;60;5797;121;3600;4;5;7;4;2;7;2242;51;91;52;82;4;5;5
479;39oGCTAJ9Vw;96370;MISC;30;2014-04-16 02:01:51;2014-04-13 17:00:04;260;205307;121;3630;4;6;7;3;3;7;2287;61;89;55;103;5;5;5
706;ZAmq0sxLEDM;96370;MISC;30;2014-07-10 20:48:06;2014-07-10 15:32:47;177;18919;121;3630;1;3;3;1;0;3;2499;23;40;21;30;3;3;3
608;iqZUoZpRv3A;996400;DEPORTES;30;2014-05-27 21:20:29;2014-05-27 09:12:48;47;43661;120;3600;6;7;9;2;5;9;2405;35;50;13;28;6;6;6
272;ZTpn30Pms8I;6430;MISC;30;2014-02-19 00:21:45;2014-02-18 05:49:35;176;66730;119;3570;5;8;8;5;1;8;1583;10;24;6;15;5;5;5
598;jHokcSkXcQk;996460;MISC;30;2014-05-23 17:05:03;2014-02-23 20:23:28;60;7677695;118;3540;1;3;3;1;1;3;2399;33;45;15;29;2;6;6
700;5R0_FJ4r73s;96520;MISC;30;2014-07-08 14:24:27;2014-07-07 22:44:18;302;56409;117;3480;2;4;4;1;2;4;2493;27;41;19;27;4;4;4
109;GOAEIMx39-w;15520;MISC;40;2013-12-03 20:27:57;2013-12-03 12:15:22;148;29555;116;4480;10;20;25;14;7;25;1214;146;187;120;172;7;7;7
626;WhQovX1zP2E;96610;DEPORTES;30;2014-06-05 01:22:00;2014-06-03 11:00:04;233;138116;114;3390;5;5;5;4;0;5;2426;30;57;16;29;4;4;4
634;BDUIuzIwwTU;96580;DEPORTES;30;2014-06-07 23:09:14;2014-06-07 06:59:52;66;58162;114;3420;3;4;8;5;1;8;2427;31;55;10;28;4;4;4
124;K9XCKP9KN7A;4440;DEPORTES;20;2013-12-11 21:49:44;2013-12-10 23:08:12;209;81692;113;1880;11;15;21;13;6;21;1340;136;238;107;220;6;6;6
224;878-LYQEcPs;14960;MISC;45;2014-01-28 21:25:33;2014-01-28 18:43:41;268;9712;113;5040;3;5;15;15;7;23;1554;41;72;13;34;6;6;6
182;QguEfBMhpyc;11640;MISC;30;2014-01-13 21:18:03;2014-01-10 15:03:57;179;281646;112;3360;6;9;9;5;2;9;1509;93;118;80;108;8;8;8
732;Iw2oqtZoc8s;98560;VIDEOJUEGOS;30;2014-07-24 20:40:47;2014-07-24 19:47:18;75;3209;112;1440;3;4;4;3;0;5;2544;16;26;29;45;1;8;8
151;23n5icFvqf8;6670;MISC;30;2013-12-27 18:11:57;2012-11-23 13:10:04;272;34491713;111;3330;8;10;19;7;10;19;1394;44;95;16;39;4;4;12
159;yxQHgVhxfMc;6670;DEPORTES;30;2014-01-06 20:54:53;2013-12-28 00:56:34;204;849499;111;3330;6;14;17;9;8;18;1429;46;72;28;38;0;8;8
454;EOdAL1gE8t8;93460;MISC;60;2014-04-10 01:07:09;2014-04-09 17:00:04;74;29225;110;6540;5;10;15;10;5;17;2238;50;89;48;78;4;5;5
477;wNX9WOuWDSc;95600;DEPORTES;40;2014-04-16 00:13:55;2014-04-15 19:37:01;51;16614;110;4400;5;9;15;7;6;15;2287;61;89;58;103;5;5;5
676;2EoQCtPR2-I;96700;MISC;30;2014-06-25 15:09:42;2014-06-24 07:54:18;84;112524;110;3300;3;4;4;1;2;4;2468;25;49;13;35;2;7;7
488;NoSm5y_NjxQ;95640;DEPORTES;40;2014-04-22 23:23:43;2014-04-22 21:05:00;39;8323;109;4360;7;8;12;10;3;14;2316;46;88;29;90;4;4;6
190;YI-MIhsx1xg;6760;MISC;30;2014-01-15 03:22:37;0000-00-00 00:00:00;0;-1;108;3240;5;6;6;3;2;6;1527;100;131;95;126;7;7;7
375;FUQhNGEu2KA;5760;MISC;40;2014-03-20 17:56:02;2013-12-30 01:11:24;162;6972278;106;4240;14;17;17;7;9;17;2117;52;81;41;71;2;5;6
299;_YEyzvtMx3s;24850;MISC;50;2014-02-27 23:36:23;2014-02-27 18:00:04;131;20179;105;5150;5;8;22;15;9;25;2013;106;143;333;434;5;5;6
