id;url;saldo_actual;category;points_per_view;release_date;release_date_youtube;duracion;release_difference;total_views;points_given;shares_first_day;shares_first_week;shares_first_month;male_shares;female_shares;total_shares;total_users_at_release;1_week_active_users_at_release;2_week_active_users_at_release;1_week_new_users_at_release;2_week_new_users_at_release;active_raffles_at_release;1_week_active_raffles;2_week_active_raffles
134;ImlmVqH_5HM;3840;MISC;20;2013-12-17 16:22:28;0000-00-00 00:00:00;0;-1;104;2180;8;16;17;8;6;17;1369;102;190;45;155;5;5;5
188;qLcaNjcaNSc;8880;MISC;30;2014-01-14 19:34:31;2014-01-13 18:16:11;152;91100;104;3120;8;10;10;5;4;10;1520;96;123;89;119;7;7;7
279;OTcdutIcEJ4;6970;MISC;30;2014-02-21 17:56:10;2014-02-19 19:47:44;179;166106;102;3030;6;23;30;20;13;35;1764;71;79;184;190;5;5;5
120;mBwsUD7jYCI;7760;CINE;30;2013-12-10 21:18:46;2013-12-10 18:09:08;134;11378;100;3000;6;13;23;14;8;25;1330;145;245;116;236;6;6;6
913;iccscUFY860;97030;MISC;30;2014-11-07 14:31:33;2014-11-06 08:08:07;131;109406;100;2970;1;1;2;0;1;2;2707;7;10;5;6;0;0;0
216;_074G_bk5sY;7210;MISC;30;2014-01-24 00:03:38;2014-01-16 23:26:23;205;607035;99;2790;9;9;10;3;6;10;1545;43;101;10;67;6;6;6
671;MD8BkIgp9Fo;97060;MISC;30;2014-06-22 18:00:06;2014-06-17 10:39:02;61;458464;99;2940;2;2;2;1;0;2;2466;30;50;24;36;2;2;7
341;-mQZqKLiMIg;4120;MISC;60;2014-03-12 13:40:10;2014-03-06 13:40:26;62;518384;98;5880;8;19;26;11;19;31;2068;55;86;29;74;4;5;8
92;EMlpiey20b8;8080;MISC;20;2013-11-21 02:20:08;2013-11-20 02:21:21;61;86327;97;1920;5;7;17;6;8;17;1055;126;234;104;212;8;8;8
148;elojrNqYNtY;12210;DEPORTES;30;2013-12-23 20:52:49;2013-12-16 18:13:17;213;614372;97;2790;8;13;26;12;11;26;1391;59;138;26;77;5;5;5
443;F8ImRp16dtY;88360;VIDEOJUEGOS;120;2014-04-08 13:28:03;2014-03-27 17:00:04;242;1024079;97;11640;4;16;21;22;11;35;2223;48;87;41;71;4;6;6
78;PHdIECkvWt8;8100;MISC;20;2013-11-11 18:34:08;2013-07-08 18:58:38;241;10884930;96;1900;7;9;21;12;8;21;898;134;211;92;179;9;9;9
298;Cd-pDzOXP_Y;7180;IDEAS;30;2014-02-27 22:54:07;2014-02-27 13:54:15;47;32392;96;2820;2;5;14;6;6;14;2013;105;142;340;434;5;5;6
493;u6jSKLtmYdM;197120;MISC;30;2014-04-24 00:46:05;2014-04-22 21:14:10;215;99115;96;2880;1;2;2;1;0;2;2327;49;87;37;90;3;5;5
525;mXX7jIIJ7to;97120;MISC;30;2014-05-05 17:18:20;0000-00-00 00:00:00;0;-1;96;2880;3;3;3;1;0;3;2359;27;66;10;51;5;5;5
803;R0EeAnZBGtM;97150;DEPORTES;30;2014-09-07 19:22:24;2014-09-04 10:04:18;97;292686;96;2850;1;1;2;0;1;2;2617;9;14;10;20;0;0;0
66;fZ_JOBCLF-I;17300;CINE;30;2013-11-05 15:21:31;2013-10-31 17:00:29;181;426062;95;2700;7;14;25;15;12;30;817;123;238;84;253;9;9;9
106;98BIu9dpwHU;16280;MISC;40;2013-12-02 02:55:15;2013-12-02 01:14:57;80;6018;95;3720;9;26;29;13;14;29;1184;132;174;97;150;7;7;7
858;cRbAXWfthtA;98380;CINE;30;2014-10-03 15:50:04;2014-10-02 23:15:09;143;59695;95;1620;3;3;4;2;1;4;2688;17;23;15;27;0;0;0
778;P7aRR86VfTY;97210;MISC;30;2014-08-21 20:29:23;2014-08-20 04:30:15;73;143948;93;2790;2;2;2;0;1;2;2596;6;10;7;15;8;8;8
620;UvZTGtWW8_I;997240;MISC;30;2014-06-03 15:57:51;2014-06-02 14:10:54;51;92817;92;2760;4;4;4;3;0;4;2422;37;57;18;30;5;5;5
193;1NOzkyhA-aQ;7300;MISC;30;2014-01-15 18:58:17;2014-01-14 11:59:09;202;111548;91;2700;6;7;8;2;5;8;1531;103;134;99;130;7;7;7
586;dxa34RatmSc;993630;VIDEOJUEGOS;70;2014-05-22 14:15:17;2014-05-21 13:00:05;137;90912;91;6370;6;10;14;8;5;14;2397;32;49;14;33;2;6;6
610;T74Xek-pDLM;997270;DEPORTES;30;2014-05-28 05:03:13;2014-05-27 16:29:48;227;45205;91;2730;2;3;3;2;1;4;2407;37;51;15;25;6;6;6
498;Ys-mbHXyWX4;97330;CINE;30;2014-04-28 15:46:48;2014-04-25 15:23:54;94;260574;90;2670;2;2;2;1;0;2;2349;52;76;43;72;3;5;5
513;CYveDEem5VA;7360;MISC;30;2014-04-30 22:24:50;0000-00-00 00:00:00;0;-1;88;2640;1;3;3;2;0;3;2354;45;75;27;65;5;5;5
569;NijhhheF8xc;992960;VIDEOJUEGOS;80;2014-05-17 02:52:30;2014-05-15 13:09:11;259;135799;88;7040;4;18;19;9;9;19;2384;25;45;10;28;3;3;7
130;D9BOTXFCpQA;8260;IDEAS;20;2013-12-13 14:00:54;2013-12-11 14:25:48;233;171306;87;1740;12;17;17;7;7;17;1353;119;231;77;208;5;5;5
421;ZJ91qt7-brU;497390;MISC;30;2014-04-03 02:22:52;2014-04-02 17:00:03;287;33769;87;2610;2;3;3;2;0;3;2190;57;97;30;74;4;5;6
310;yZx5Y1UKZqE;17420;MISC;30;2014-03-04 14:21:19;2014-03-04 11:44:21;79;9418;86;2580;3;3;3;2;0;3;2030;43;152;53;447;5;5;6
536;lK1vPu6U2B0;97420;MISC;30;2014-05-07 18:46:24;2014-05-07 16:46:55;442;7169;86;2580;3;4;4;2;1;4;2362;21;57;9;36;5;5;5
46;ngUOX2J7AZA;7360;MISC;30;2013-10-26 13:39:29;2013-10-24 21:13:15;218;145574;85;2640;4;7;15;6;17;26;659;163;302;149;360;9;9;10
426;Vv3vrRCrj4E;27450;MISC;30;2014-04-03 17:34:42;0000-00-00 00:00:00;0;-1;85;2550;2;5;5;2;1;5;2196;62;101;35;79;4;5;6
467;7fGGEwY3qVk;24900;DEPORTES;60;2014-04-12 17:14:39;2014-04-11 17:00:06;204;87273;85;5100;5;14;17;13;4;18;2253;45;85;45;81;5;5;5
690;NG-uY2wze2Y;97450;MISC;30;2014-07-03 02:41:28;2014-07-01 14:06:32;98;131696;85;2550;3;3;3;2;0;3;2475;22;39;7;20;5;5;5
763;-0gED3rn2Tc;97450;M;30;2014-08-11 18:40:10;2014-08-10 07:26:36;606;126814;85;2550;1;1;1;0;0;1;2588;10;27;11;30;8;8;8
884;Moe97Apzukg;97450;IDEAS;30;2014-10-21 19:32:43;2014-10-21 14:00:20;123;19943;85;2550;3;4;4;0;3;4;2695;4;9;1;6;0;0;0
319;LRP30mhqmnQ;17540;MISC;30;2014-03-06 20:44:12;2014-03-06 19:00:01;133;6251;84;2460;3;3;3;1;1;3;2046;43;137;33;380;4;4;5
352;R_QAyicpMIs;7480;MISC;30;2014-03-14 21:51:48;2014-03-14 20:38:32;235;4396;84;2520;4;7;7;3;3;7;2085;51;78;35;67;4;7;7
138;OXUTxSIfFPw;4690;CINE;30;2013-12-18 19:27:16;2013-12-18 13:57:55;91;19761;83;2430;6;11;18;10;9;20;1373;91;184;34;146;5;5;5
316;ILwqcXTArVI;41600;MISC;100;2014-03-05 02:04:25;2014-03-05 02:03:10;157;75;83;8400;8;19;38;22;22;45;2036;42;155;48;453;5;5;6
679;htgcz87-Wqk;98500;MISC;30;2014-06-26 16:05:40;2014-06-26 14:00:01;93;7539;83;1500;2;4;4;3;0;4;2469;26;48;13;32;1;6;6
818;SB_0vRnkeOk;97540;IDEAS;30;2014-09-14 23:30:11;2014-08-14 10:17:30;116;2725961;83;2460;2;2;4;0;4;5;2652;14;24;31;44;0;0;0
140;GtundW1rZ2A;5440;DEPORTES;30;2013-12-19 00:56:30;2013-12-17 09:12:35;39;143035;82;2460;5;12;18;9;7;19;1376;92;180;35;140;5;5;5
588;luPQxJ0hcS0;95080;DEPORTES;60;2014-05-22 15:44:18;2014-05-22 13:00:06;90;9852;82;4920;3;6;9;7;3;11;2397;33;49;13;32;2;6;6
740;O4Girrb66lY;97540;MISC;30;2014-07-28 21:05:03;2014-07-14 10:58:02;335;1246021;82;2460;1;4;5;1;1;5;2561;23;32;25;54;1;8;8
501;9N5KyjM5v0c;97600;MISC;30;2014-04-28 18:19:09;2014-04-28 13:09:30;188;18579;81;2400;3;3;3;2;0;3;2349;52;76;41;72;3;5;5
429;lYBz6HWBw3A;295200;VIDEOJUEGOS;60;2014-04-04 13:17:42;2014-04-03 07:00:01;146;109061;80;4800;7;16;19;14;5;22;2202;62;100;39;79;4;6;6
554;G7xV08qHulE;96000;DEPORTES;50;2014-05-14 00:11:16;2014-05-13 16:00:05;110;29471;80;4000;3;8;10;5;4;10;2379;36;47;18;27;4;4;8
815;ygT4bGJkerk;97600;DEPORTES;30;2014-09-12 03:50:05;2014-09-07 15:43:38;352;389187;80;2400;1;1;1;0;0;1;2644;20;22;35;39;0;0;0
309;2tpqbYGm6gY;22890;VIDEOJUEGOS;90;2014-03-04 14:07:02;2014-02-28 14:48:02;42;343140;79;7110;5;10;29;20;17;40;2030;43;152;56;447;5;5;6
685;YThkirVXzoU;98230;VIDEOJUEGOS;30;2014-07-01 01:25:20;2014-06-30 01:40:45;98;85475;79;1770;3;8;8;6;1;8;2474;23;40;8;24;6;6;6
135;Lv-sY_z8MNs;3400;MISC;30;2013-12-18 14:53:08;2013-12-17 12:24:18;91;95330;78;2310;8;14;14;9;4;14;1371;88;183;34;149;5;5;5
961;YTiWetiJVN8;97690;MISC;30;2014-12-22 01:08:20;2014-12-12 09:10:03;25;835097;78;2310;1;1;1;0;0;1;2724;4;11;1;5;0;0;0
558;UcE_sRrXj10;96150;DEPORTES;50;2014-05-14 23:05:15;2014-05-14 21:30:01;52;5714;77;3850;8;10;13;4;9;14;2383;35;45;20;29;4;4;8
196;KhIGT9ndwKg;12960;DEPORTES;40;2014-01-16 02:01:31;2014-01-15 15:42:27;164;37144;76;3040;6;10;14;7;11;19;1531;103;130;96;121;6;6;6
369;ev5JqIJvbiE;15500;VIAJES;60;2014-03-19 00:44:50;2014-03-18 19:31:55;67;18775;76;4500;4;14;22;13;9;24;2110;53;88;43;74;3;6;7
58;53_qvMQfvOE;2540;MISC;20;2013-11-02 07:39:35;2012-03-23 13:56:26;204;50866989;73;1460;2;5;12;6;7;17;786;144;250;129;276;8;9;9
157;Lop41wJ0Ao8;7840;DEPORTES;30;2014-01-06 01:06:36;0000-00-00 00:00:00;0;-1;73;2160;6;14;14;8;4;14;1426;38;69;25;44;0;8;8
133;RY2TF6QEOGs;3600;MISC;20;2013-12-17 11:47:17;2013-12-16 21:01:23;97;53154;72;1890;5;9;10;7;2;10;1368;104;189;49;157;5;5;5
532;hJW5_iZNdFY;97840;DEPORTES;30;2014-05-06 19:13:29;2014-05-06 08:55:05;31;37104;72;2160;4;5;5;2;2;5;2361;24;60;11;46;5;5;5
672;PadCPWsPKRQ;97840;MISC;30;2014-06-23 02:38:32;2014-06-16 12:57:14;188;567678;72;2160;2;2;2;1;0;2;2466;30;50;23;36;2;2;7
3;Sv3xVOs7_No;289240;DEPORTES;66;2013-07-05 00:00:00;2013-06-19 16:15:48;434;1323852;71;10760;1;26;30;8;5;31;87;59;71;59;87;0;0;0
131;nyc6RJEEe0U;3220;CINE;30;2013-12-15 21:40:49;2013-12-14 16:07:52;113;106377;71;2130;7;9;17;12;7;20;1362;111;216;63;191;5;5;5
226;Bmb3a7ihgpU;7870;MISC;30;2014-01-30 23:38:18;2014-01-29 15:28:30;223;115788;71;2130;5;5;5;1;3;5;1558;38;64;13;23;6;6;6
491;o-wdtGnefYk;97870;MISC;30;2014-04-23 17:18:41;2014-04-23 09:47:05;79;27096;71;2130;4;4;4;2;1;4;2326;50;89;38;93;4;4;6
285;xIVpFgog6FM;7900;MISC;30;2014-02-24 14:26:33;2013-11-15 12:00:00;147;8735193;70;2100;4;6;6;3;2;6;1941;113;120;358;365;5;5;5
664;HWOANXNGrZc;97200;MISC;40;2014-06-19 16:45:28;2014-06-19 07:00:02;747;35126;70;2800;5;7;8;7;0;8;2456;31;46;19;29;2;2;7
790;i4H2JHp5XOQ;97900;MISC;30;2014-08-28 22:01:01;2014-08-28 05:13:16;490;60465;70;2100;3;3;3;0;2;3;2603;8;13;7;14;7;7;7
808;5rd_WwD_aOQ;97930;DEPORTES;30;2014-09-09 04:35:16;2014-09-03 19:00:10;171;466506;70;2070;2;2;4;2;1;4;2630;15;19;21;30;0;0;0
5;i7hMm8up8jA;141760;CINE;66;2013-07-08 00:00:00;2012-10-03 15:11:46;91;23964494;69;8240;1;30;33;10;7;35;126;80;105;69;126;0;0;0
69;fb4dpcIYTrc;8660;MISC;20;2013-11-06 15:26:36;2013-07-30 20:51:05;218;8534131;69;1340;4;8;14;7;8;17;829;110;230;69;239;9;9;9
396;y4IdrG33AhI;595860;DEPORTES;60;2014-03-26 14:37:50;2014-03-25 23:01:34;112;56176;69;4140;4;13;15;6;8;16;2157;60;92;42;87;5;6;7
597;WQ8Qu60kxdA;996550;MISC;50;2014-05-23 16:07:10;2014-05-23 13:00:07;89;11223;69;3450;1;10;13;5;7;13;2399;32;46;15;30;2;6;6
888;tmeOjFno6Do;97930;CINE;30;2014-10-23 02:08:41;2014-10-23 01:17:07;137;3094;69;2070;3;3;4;2;1;4;2701;7;11;6;9;0;0;0
161;T-MUWJWqOv0;7990;MISC;30;2014-01-07 18:33:51;2014-01-07 10:43:38;110;28213;68;2010;6;12;14;6;7;14;1430;50;71;29;39;0;8;8
337;xNaA9wUo6GE;7960;MISC;30;2014-03-11 14:30:39;2014-03-10 19:10:17;315;69622;68;2040;4;7;7;4;2;7;2065;58;87;35;88;4;5;8
356;cTQvYxELaFI;7960;DEPORTES;30;2014-03-16 00:32:49;2014-03-14 20:49:53;155;99776;68;2040;5;8;11;6;3;11;2093;58;83;43;71;4;7;7
413;631c1fz87I8;93200;VIDEOJUEGOS;100;2014-03-31 20:45:30;2014-02-13 22:34:56;130;3967834;68;6800;4;12;19;15;8;25;2181;63;101;39;84;5;5;7
622;CACAmH4r1fw;97960;DEPORTES;30;2014-06-03 20:40:37;2014-06-02 21:58:18;361;81739;68;2040;3;4;4;3;0;4;2422;36;57;17;30;5;5;5
293;cgnceHH_p_I;26700;MISC;50;2014-02-26 02:37:08;2014-02-11 18:00:04;158;1240624;67;3300;6;12;21;9;12;22;1988;126;133;405;411;5;5;5
613;CThEflzSM4g;998020;MISC;30;2014-05-28 14:29:03;2014-05-28 00:12:45;20;51378;67;1980;4;8;8;5;2;8;2407;38;51;15;24;6;6;6
628;v_i3Lcjli84;45980;DEPORTES;60;2014-06-05 19:21:17;2014-06-05 14:39:42;304;16895;67;4020;4;6;8;5;3;10;2427;31;57;15;29;4;4;4
718;4qyioA4MSGM;97990;MISC;30;2014-07-21 20:14:22;2014-07-21 17:27:53;965;9989;67;2010;1;3;3;1;1;3;2534;14;29;27;46;2;2;9
745;jIXwQVFt8Ho;97990;MISC;30;2014-07-31 18:46:14;2014-07-29 13:09:51;106;192983;67;2010;2;3;3;1;0;3;2569;26;37;27;55;8;8;8
793;urzWY6sqVGw;98110;M;30;2014-09-02 22:55:36;2014-09-02 16:00:32;256;24904;66;1890;1;2;3;0;2;3;2609;7;13;9;14;0;0;0
823;fmI_Ndrxy14;98020;VIDEOJUEGOS;30;2014-09-18 14:41:53;2014-09-17 20:57:35;171;63858;66;1980;1;1;2;1;0;2;2659;8;25;19;50;0;0;0
123;FC5FbmsH4fw;500;IDEAS;100;2013-12-11 18:59:47;2013-12-09 05:59:05;143;219642;65;6500;16;25;25;10;12;25;1339;141;241;112;228;6;6;6
289;_u3BRY2RF5I;56100;MISC;60;2014-02-25 14:54:50;2014-02-19 11:13:27;110;531683;65;3900;6;13;24;15;12;29;1978;121;127;395;401;5;5;5
416;-gOHoGQOqHU;78080;MISC;30;2014-04-01 15:11:28;2014-03-31 16:30:02;115;81686;65;1920;3;3;3;1;1;3;2183;58;97;31;79;5;5;7
573;XI-KxARxHKc;998050;MISC;30;2014-05-19 17:36:15;0000-00-00 00:00:00;0;-1;65;1950;2;4;4;2;1;4;2391;31;51;16;32;3;7;7
705;YY6IMLOuaSo;98050;DEPORTES;30;2014-07-09 13:36:14;2014-07-08 07:36:59;188;107955;65;1950;3;4;4;2;0;4;2497;28;41;23;30;4;4;4
876;B7FzWUhgqck;98050;MISC;30;2014-10-16 17:20:24;2014-10-10 08:43:10;79;549434;65;1950;1;2;2;1;0;2;2695;5;13;2;11;0;0;0
918;HSheVhmcYLA;98050;DEPORTES;30;2014-11-17 14:02:06;2014-11-17 08:00:04;115;21722;65;1950;1;2;2;1;0;2;2713;5;10;5;10;0;0;0
89;w9Sx34swEG0;8760;MISC;20;2013-11-20 14:41:26;2013-11-14 15:58:09;106;513797;64;1240;5;8;16;6;8;16;1046;138;236;114;218;8;8;8
308;xvT0MCugb58;6800;MISC;50;2014-03-04 12:14:38;2014-03-03 14:08:52;89;79546;64;3200;3;7;19;11;8;20;2029;44;152;56;446;5;5;6
503;_U-91r-57_c;98110;DEPORTES;30;2014-04-28 21:30:42;2014-04-28 17:00:05;82;16237;64;1890;2;6;16;4;11;16;2350;53;77;42;72;3;5;5
680;Tyw2LjBMLvY;98080;CINE;30;2014-06-26 18:16:18;0000-00-00 00:00:00;0;-1;64;1920;2;3;4;1;2;4;2469;26;47;13;32;1;6;6
920;jhjgAn0ZhHs;98170;MISC;30;2014-11-17 21:46:20;2014-11-17 18:00:06;518;13574;64;1830;1;1;1;0;0;1;2713;4;10;4;9;0;0;0
350;gtJWKfsqrqQ;8110;DEPORTES;30;2014-03-14 05:34:31;2014-03-13 10:41:18;126;67993;63;1890;4;6;8;5;2;8;2078;47;75;30;63;4;7;7
659;m86ae_e_ptU;98140;M;30;2014-06-17 16:01:13;2014-06-17 14:39:52;257;4881;63;1860;5;6;6;1;4;6;2453;32;48;21;31;3;3;8
661;sTte6BQndTQ;98110;CINE;30;2014-06-18 13:12:26;2014-06-17 15:07:20;176;79506;63;1890;2;2;2;1;0;2;2455;34;50;22;32;3;3;8
219;sZwmo_2DOz0;8230;MISC;30;2014-01-24 14:46:57;2013-12-11 11:00:01;214;3815216;62;1770;5;8;8;2;5;8;1547;44;95;11;55;6;6;6
318;RBQ-IoHfimQ;28170;IDEAS;30;2014-03-05 15:24:38;2014-03-05 08:59:01;94;23137;62;1830;3;5;12;8;3;12;2040;50;157;45;451;5;5;6
602;PF7EpEnglgk;998140;MISC;30;2014-05-26 01:12:48;2014-05-25 19:00:08;462;22360;62;1860;3;5;5;3;1;5;2401;33;43;13;27;2;6;6
483;4Yb1v0vkEDo;98170;CINE;30;2014-04-17 01:51:39;2014-04-16 22:43:22;31;11297;61;1830;3;4;4;3;0;4;2290;57;88;51;100;4;4;6
731;fIqwcpcgHwY;98860;VIDEOJUEGOS;30;2014-07-24 20:08:22;2014-07-24 02:11:00;65;64642;61;1140;3;4;4;2;0;4;2543;15;25;28;44;1;8;8
26;95IBwJZusgY;77692;CINE;44;2013-10-09 15:45:31;2013-03-27 21:59:54;114;16911937;60;2308;1;37;56;15;32;56;221;4;4;11;12;0;11;12
332;sQLkJJpAIcU;18200;MISC;30;2014-03-10 19:49:29;2014-03-09 17:41:43;196;94066;60;1800;2;5;5;2;2;5;2057;49;84;32;105;4;5;8
478;lM4FQ_FqEhQ;198200;DEPORTES;30;2014-04-16 01:39:31;2014-04-13 13:06:02;162;218009;60;1800;4;7;8;4;3;8;2287;61;89;56;103;5;5;5
596;0uBOtQOO70Y;998260;MISC;30;2014-05-23 14:46:42;2014-05-23 04:32:10;376;36872;58;1740;2;3;3;1;1;3;2399;32;46;15;32;2;6;6
919;5qanlirrRWs;98290;DEPORTES;30;2014-11-17 16:55:10;2014-11-17 15:18:11;729;5819;58;1710;1;1;1;0;0;1;2713;5;10;5;10;0;0;0
91;PJ_fFrdSKlg;8860;DEPORTES;20;2013-11-20 20:37:33;2013-11-13 06:38:17;143;655156;57;1140;5;7;16;7;7;16;1051;129;236;108;217;8;8;8
144;2aXFPZjCsok;8350;DEPORTES;30;2013-12-20 14:00:29;2013-12-12 14:57:27;241;687782;57;1650;3;9;17;9;8;19;1378;74;156;25;102;5;5;5
175;YWZLw6Mo8X8;8290;DEPORTES;30;2014-01-11 05:45:33;2014-01-06 22:01:53;187;373420;57;1710;4;11;13;6;6;13;1499;88;118;73;102;8;8;8
225;Ob-wn52Dkmk;22150;MISC;50;2014-01-29 23:50:32;0000-00-00 00:00:00;0;-1;57;2850;5;8;16;11;6;20;1558;41;63;16;27;6;6;6
347;lEOHQQBZbJw;16580;DEPORTES;60;2014-03-14 00:50:55;2014-03-13 17:53:08;98;25067;57;3420;8;17;23;11;12;26;2077;47;75;30;63;4;4;7
436;JLSC5HUbvcQ;98290;M;30;2014-04-05 17:49:31;2014-04-03 10:50:52;140;197919;57;1710;2;7;7;4;2;7;2209;58;98;37;76;4;6;6
741;vdTrr_VRKgU;98290;DEPORTES;30;2014-07-30 03:29:00;2014-07-29 18:06:11;189;33769;57;1710;1;4;4;2;0;4;2565;21;32;27;56;8;8;8
784;fTz4Nhgm_SQ;98290;IDEAS;30;2014-08-25 22:44:00;2014-08-25 13:00:02;188;35038;57;1710;1;1;2;0;2;3;2600;9;12;6;12;7;7;7
74;0DvaP9egBtU;8350;CINE;30;2013-11-09 19:12:42;2013-11-07 15:22:55;131;186587;56;1650;2;7;24;16;9;29;875;129;225;88;204;9;9;9
445;dwjKMjIE1rs;93280;VIDEOJUEGOS;120;2014-04-08 14:45:20;2014-04-08 14:00:03;159;2717;56;6720;4;11;15;12;10;23;2223;48;87;40;71;4;6;6
583;JbYXJd3pRdY;996640;DEPORTES;60;2014-05-22 00:36:08;2014-05-19 09:28:04;162;227284;56;3360;3;9;11;6;5;12;2397;33;48;14;34;2;6;6
764;ygIgJnGUdeQ;97300;MISC;50;2014-08-12 05:03:43;2014-08-10 13:00:07;82;144216;56;2700;1;1;6;3;4;9;2588;7;25;11;27;8;8;8
902;9V-kc5Hc1iE;98320;MISC;30;2014-11-03 17:35:30;2014-11-03 16:00:10;166;5720;56;1680;1;1;1;0;0;1;2703;6;13;2;8;0;0;0
169;D-wxnID2q4A;8350;MISC;30;2014-01-10 12:33:31;2014-01-08 05:34:04;152;197967;55;1650;6;9;10;4;5;10;1490;85;114;67;96;8;8;8
592;MVyRLHjfim8;998350;MISC;30;2014-05-22 20:16:09;2014-05-21 08:03:13;184;130376;55;1650;1;3;3;1;1;3;2398;32;47;14;31;2;6;6
723;xOisF2bEleA;98350;DEPORTES;30;2014-07-22 21:41:55;2014-07-20 08:58:57;125;218578;55;1650;2;3;3;1;1;3;2537;13;25;28;40;2;2;9
810;0ZKkA5hHUoI;98380;MISC;30;2014-09-09 19:09:03;0000-00-00 00:00:00;0;-1;55;1620;2;2;2;1;0;2;2632;17;21;23;32;0;0;0
502;IGSa3S1pSzk;98380;MISC;30;2014-04-28 20:32:55;2014-04-28 16:56:45;55;12970;54;1620;3;4;4;3;0;4;2349;52;76;41;71;3;5;5
514;Qlqe1DXnJKQ;98380;IDEAS;30;2014-04-30 23:17:37;2014-04-22 11:46:30;236;732667;54;1620;1;2;3;1;1;3;2354;46;76;27;65;5;5;5
618;_AkgJZGspCM;997920;VIDEOJUEGOS;40;2014-05-30 13:38:03;0000-00-00 00:00:00;0;-1;54;2080;7;12;14;8;5;14;2416;41;55;17;32;5;5;5
125;HhabgvIIXik;4500;VIDEOJUEGOS;20;2013-12-12 02:33:34;2013-12-10 12:00:40;373;138774;53;1000;11;12;14;10;1;14;1341;130;235;98;214;5;5;5
146;bNuP8jDYUu0;8410;CINE;30;2013-12-23 18:56:02;2013-12-21 13:50:32;152;191130;53;1590;7;10;16;10;6;17;1390;63;139;27;78;5;5;5
459;AURnnpiGOxs;98410;DEPORTES;30;2014-04-10 14:34:47;2014-04-09 02:16:59;192;130668;53;1590;2;4;4;2;1;4;2242;48;92;47;82;4;5;5
233;GaSjwAu3yrI;8440;MISC;30;2014-02-03 18:43:30;2014-01-21 21:27:53;103;1113337;52;1560;3;4;4;2;1;4;1565;31;64;15;27;6;6;6
251;FqJdzYY_Fas;8440;MISC;30;2014-02-07 20:56:36;0000-00-00 00:00:00;0;-1;52;1560;4;4;5;3;1;5;1576;28;51;13;28;6;6;6
302;wngsO-Z4n7A;8470;MISC;30;2014-03-03 02:56:59;2014-03-02 22:57:29;208;14370;52;1530;5;6;6;2;3;6;2023;50;149;96;440;5;5;6
702;xs8iK6WcwfA;98440;MISC;30;2014-07-08 16:40:16;2014-07-08 15:57:56;182;2540;52;1560;1;3;4;1;2;4;2495;28;42;21;29;4;4;4
688;qBkAAortU_g;97450;MISC;50;2014-07-02 20:23:03;2014-07-02 15:13:20;115;18583;51;2550;3;6;9;3;5;10;2475;20;37;7;20;6;6;6
851;f8bn8es1aYM;99220;CINE;30;2014-10-01 20:39:24;2014-10-01 16:38:26;138;14458;51;780;2;2;2;1;0;2;2683;15;19;18;26;0;0;0
236;KMpR8v7m-LM;8500;IDEAS;30;2014-02-04 02:04:51;2014-01-31 14:37:55;31;300416;50;1500;2;4;8;6;5;12;1566;32;65;15;26;6;6;6
315;A4vE_vpkr90;8500;MISC;30;2014-03-04 22:47:58;2014-03-03 21:38:28;273;90570;50;1500;4;4;4;2;1;4;2036;39;154;50;453;5;5;6
533;_Q6NqX2bxtA;98500;M;30;2014-05-06 20:57:16;2014-05-05 17:36:31;195;98445;50;1500;3;6;6;2;3;6;2361;23;60;9;45;5;5;5
576;JpyR-Ym7Hck;998500;MISC;30;2014-05-19 18:29:19;2014-05-09 15:59:59;170;872960;50;1500;5;7;7;5;1;7;2391;32;50;16;31;3;7;7
403;8kmUbSud9Jk;28530;MISC;30;2014-03-27 21:24:21;2014-03-26 14:47:29;305;110212;49;1470;5;8;8;1;5;8;2162;63;98;42;86;4;5;6
465;34Q0BB8-2nA;48530;IDEAS;30;2014-04-11 14:43:01;2014-04-09 22:02:28;186;146433;49;1470;2;8;9;6;2;9;2252;47;92;48;89;5;5;5
650;Z0K1qNd2eW4;98530;MISC;30;2014-06-12 01:16:54;2014-06-09 08:32:34;192;233060;49;1470;2;3;3;1;1;3;2437;30;47;11;27;3;3;3
655;E3lQs4dysNw;98530;MISC;30;2014-06-13 13:42:05;2014-06-13 03:51:44;180;35421;49;1470;5;10;10;6;3;10;2438;29;46;11;22;3;3;3
703;qhbliUq0_r4;95590;MISC;90;2014-07-08 18:30:40;2014-07-08 07:32:02;106;39518;49;4410;2;4;4;2;0;4;2496;29;43;22;30;4;4;4
20;ShYiqTg9K8E;245200;NA;132;2013-10-09 13:16:19;2013-08-25 20:09:14;31;3863225;48;4800;2;20;21;9;8;21;220;4;4;10;11;0;11;12
164;IL_enMPWT7s;8560;IDEAS;30;2014-01-08 15:46:24;2014-01-07 02:04:33;86;135711;48;1440;8;12;15;9;9;19;1432;55;75;31;41;0;8;8
207;iyqfHvoUtkU;8560;MISC;30;2014-01-21 03:26:19;2014-01-20 06:16:25;133;76194;48;1440;5;7;8;3;4;8;1541;62;124;29;111;6;6;6
397;Cg9PWSHL4Vg;28560;MISC;30;2014-03-26 15:17:05;2014-03-25 22:03:45;148;62000;48;1440;4;5;5;4;0;5;2157;60;92;42;87;5;6;7
538;rf5e7Xc1Hwk;98560;CINE;30;2014-05-08 14:18:38;2014-05-08 13:00:08;162;4710;48;1440;4;4;4;3;0;4;2364;24;57;10;34;4;4;4
